UFMG_6d28257886f22e800d50363a41fac64c;http://bdtd.ibict.br/vufind/Record/UFMG_6d28257886f22e800d50363a41fac64c;1
PUC_RIO-1_6ccaf250483b76358d25d97f59e97820;http://bdtd.ibict.br/vufind/Record/PUC_RIO-1_6ccaf250483b76358d25d97f59e97820;1
UFC-7_192e5373aa37903eabdc13e762f01db0;http://bdtd.ibict.br/vufind/Record/UFC-7_192e5373aa37903eabdc13e762f01db0;1
UFAM_968231636638b68bed348e728a7fb21b;http://bdtd.ibict.br/vufind/Record/UFAM_968231636638b68bed348e728a7fb21b;1
CAMP_9edec8d2a14d09ad308dd92a7bca806a;http://bdtd.ibict.br/vufind/Record/CAMP_9edec8d2a14d09ad308dd92a7bca806a;1
CAMP_887d51c21c1ecf2cc07340e777cfd72b;http://bdtd.ibict.br/vufind/Record/CAMP_887d51c21c1ecf2cc07340e777cfd72b;1
UNIOESTE-1_3bdd421d8cc49a7bc62ed082db7a3757;http://bdtd.ibict.br/vufind/Record/UNIOESTE-1_3bdd421d8cc49a7bc62ed082db7a3757;1
UFMS_de3625b9d2e8d3c1571cecc575fb4756;http://bdtd.ibict.br/vufind/Record/UFMS_de3625b9d2e8d3c1571cecc575fb4756;1
UFMG_c46a0cf4a7e7f027999423e5e4af284e;http://bdtd.ibict.br/vufind/Record/UFMG_c46a0cf4a7e7f027999423e5e4af284e;1
UFMG_f282c3720bc4c784de50e814a186084c;http://bdtd.ibict.br/vufind/Record/UFMG_f282c3720bc4c784de50e814a186084c;1
PUC_SP-1_2d4883a1eae9439131249d44ca602be5;http://bdtd.ibict.br/vufind/Record/PUC_SP-1_2d4883a1eae9439131249d44ca602be5;1
UNSP_ccc81e3d2f526fb3b3c82d298dbe6b03;http://bdtd.ibict.br/vufind/Record/UNSP_ccc81e3d2f526fb3b3c82d298dbe6b03;1
UNSP_3db1e9955486de9d380c8db17a3df1f5;http://bdtd.ibict.br/vufind/Record/UNSP_3db1e9955486de9d380c8db17a3df1f5;1
URGS_3fb98246ef95389732317b8cb84329ec;http://bdtd.ibict.br/vufind/Record/URGS_3fb98246ef95389732317b8cb84329ec;1
UFS-2_084e1ceb42e2b403e5f55a9e62a4d086;http://bdtd.ibict.br/vufind/Record/UFS-2_084e1ceb42e2b403e5f55a9e62a4d086;1
UFPE_4dbc79da720d42c92fd5a663b26bc2c6;http://bdtd.ibict.br/vufind/Record/UFPE_4dbc79da720d42c92fd5a663b26bc2c6;1
UFJF_08078af221a5d4cb8aea1bf4f53d5d60;http://bdtd.ibict.br/vufind/Record/UFJF_08078af221a5d4cb8aea1bf4f53d5d60;1
URGS_a192859d39732b076c85cbe5e937813e;http://bdtd.ibict.br/vufind/Record/URGS_a192859d39732b076c85cbe5e937813e;1
UFPB-2_c9704ce23ace94ea732a39b1cf5fa05a;http://bdtd.ibict.br/vufind/Record/UFPB-2_c9704ce23ace94ea732a39b1cf5fa05a;1
UFPB-2_c125ba3ed5b91e3d0333304c0c1e8f46;http://bdtd.ibict.br/vufind/Record/UFPB-2_c125ba3ed5b91e3d0333304c0c1e8f46;1
UFPB-2_382183ad31524f85d413647a31ddec13;http://bdtd.ibict.br/vufind/Record/UFPB-2_382183ad31524f85d413647a31ddec13;2
UFPB-2_228541a5b1463ea855884904ad7b5ba9;http://bdtd.ibict.br/vufind/Record/UFPB-2_228541a5b1463ea855884904ad7b5ba9;2
UFPE_32a0c7209cb05da96535bba6704feb6c;http://bdtd.ibict.br/vufind/Record/UFPE_32a0c7209cb05da96535bba6704feb6c;2
FGV_f6e037aca12941de5e90f177efe96b58;http://bdtd.ibict.br/vufind/Record/FGV_f6e037aca12941de5e90f177efe96b58;2
UNSP_82bf0b4d7db8ea5bfc6edf3a02951702;http://bdtd.ibict.br/vufind/Record/UNSP_82bf0b4d7db8ea5bfc6edf3a02951702;2
UFSP_37bed230751a2d57df3fddf3a669de02;http://bdtd.ibict.br/vufind/Record/UFSP_37bed230751a2d57df3fddf3a669de02;2
